source,target
"উদাহরণ স্বরূপ একদিনে যে পরিমাণ জমির আগাছা তুলতে হয়, তাতে, বিশেষতঃ ভুট্টার ক্ষেতে, লাগে দ্বিগুণ সময়। এবং তারপরে ঝুনুখালা যখন বিউটির কথা বলেন , মিষ্টি হাসিবেন , সেরকম মিষ্টি হাসি লম্বা মেয়েটিও হেসেছিল ।","উদাহরণ স্বরূপ একদিনে যে পরিমাণ জমির আগাছা তুলতে হয়, তাতে, বিশেষতঃ ভুট্টার ক্ষেতে, লাগে দ্বিগুণ সময়। এবং তারপরে ঝুনুখালা যখন বিউটির কথা বলেন , মিষ্টি হাসিবেন , সেরকম মিষ্টি হাসি লম্বা মেয়েটিও হেসেছিল ।"
"নিশ্চয়ই থাকিবে , এবং এখনওআছে ।","নিশ্চয়ই থাকিবে , এবং এখনও আছে ।"
পুরো সময়েরম জুর এবং অর্ধ সময়ের মজুর এই দুয়ের মধ্যে সমস্ত ব্যক্তিগত বৈশিষ্ট্য বিলীন হয়েছে।,পুরো সময়ের মজুর এবং অর্ধ সময়ের মজুর এই দুয়ের মধ্যে সমস্ত ব্যক্তিগত বৈশিষ্ট্য বিলীন হয়েছে।
শুনলে আমি বাকরুদ্ধ বসে ছিল াম ।,শুনলে আমি বাকরুদ্ধ বসে ছিলাম ।
লণডন শহরে এই শ্রমশক্তির যোগান আসে স্কটল্যাণ্ড এবং ইংল্যাণ্ডের পশ্চিমাংশের কৃষিজীবী জেলা এবং জার্মানি থেকে।,লণ্ডন শহরে এই শ্রমশক্তির যোগান আসে স্কটল্যাণ্ড এবং ইংল্যাণ্ডের পশ্চিমাংশের কৃষিজীবী জেলা এবং জার্মানি থেকে।
"তার বুদ্ধিবৃত্তিক ও সামাজিক তাগিদগুলি মেটাবার জন্যও তার সময় চাই, যে-তাগিদগুলি নিয়ন্ত্র িত হয় সামাজিক অগ্রগতির সার্বিক পরিস্থিতির দ্বারা।","তার বুদ্ধিবৃত্তিক ও সামাজিক তাগিদগুলি মেটাবার জন্যও তার সময় চাই, যে-তাগিদগুলি নিয়ন্ত্রিত হয় সামাজিক অগ্রগতির সার্বিক পরিস্থিতির দ্বারা।"
সবচেয়ে কর্মচঞ্চল মাসগুলি হচ্ছে অক্টোবরের শুরু থেকে এপ্রিলের েশষ পর্যন্ত।,সবচেয়ে কর্মচঞ্চল মাসগুলি হচ্ছে অক্টোবরের শুরু থেকে এপ্রিলের শেষ পর্যন্ত।
"এইজন্য দেখা যায় যে যতদিন পর্যন্ত উৎপাদনের মূল লক্ষ্য ছিল প্রত্যক্ষ স্থানীয় পরিভোগ, ততদিন পর্যন্ত আমেরিকার যুক্তরাষ্ট্রের দক্ষিণের অঙ্গরাজ্যগুলিতে নিগ্রো শ্রমিকদের মধ্যে পিতৃপ্রধান সামাজিক চরিত্ররে কিছুটা অবশিষ্ট ছিল।","এইজন্য দেখা যায় যে যতদিন পর্যন্ত উৎপাদনের মূল লক্ষ্য ছিল প্রত্যক্ষ স্থানীয় পরিভোগ, ততদিন পর্যন্ত আমেরিকার যুক্তরাষ্ট্রের দক্ষিণের অঙ্গরাজ্যগুলিতে নিগ্রো শ্রমিকদের মধ্যে পিতৃপ্রধান সামাজিক চরিত্রের কিছুটা অবশিষ্ট ছিল।"
ডাবলিনে বেকারী মালিকরা দৃঢ়প্রতিজ্ঞভাবে আন্দোলনের বিরোধিতা করে এবং আন্দোলনে অগ্রণী ঠিকা-মজুরদের যতদূর সম্ভব অপদস্থ করে শ্রমিকদের রবিবার ও রাত্রির কাজে রাজি করাে সক্ষম হয় যদিও এটি এদেরমতের বিরুদ্ধে।,ডাবলিনে বেকারী মালিকরা দৃঢ়প্রতিজ্ঞভাবে আন্দোলনের বিরোধিতা করে এবং আন্দোলনে অগ্রণী ঠিকা-মজুরদের যতদূর সম্ভব অপদস্থ করে শ্রমিকদের রবিবার ও রাত্রির কাজে রাজি করাতে সক্ষম হয় যদিও এটি এদের মতের বিরুদ্ধে।
দুটি সমান অধিকারের মধ্যে এই সংঘাত শক্তির দ্বারামীমাংসিত হয়।,দুটি সমান অধিকারের মধ্যে এই সংঘাত শক্তির দ্বারা মীমাংসিত হয়।
"যাই হোক, ধনতান্ত্রিক উৎপাদনের ভিত্তিতে, এই আবশ্যিক এম কেবল একটি এম-দিবসের অংশবিশেষই হতে পারে, স্বয়ং শ্রম-দিবসটিকে কখনো এই ন্যনতম সীমায় পর্যবসিত করা যায় না। এবং যেমন থাকিবেন তিনি , তেমনই আছেন ।","যাই হোক, ধনতান্ত্রিক উৎপাদনের ভিত্তিতে, এই আবশ্যিক এম কেবল একটি এম-দিবসের অংশবিশেষই হতে পারে, স্বয়ং শ্রম-দিবসটিকে কখনো এই ন্যনতম সীমায় পর্যবসিত করা যায় না। এবং যেমন থাকিবেন তিনি , তেমনই আছেন ।"
"মোল্ডাভিয়ার অবস্থা আরও সাংঘাতিক। , সয ব্যবস্থা কী, তুমি জাননা।","মোল্ডাভিয়ার অবস্থা আরও সাংঘাতিক। , সয ব্যবস্থা কী, তুমি জাননা।"
"বিবেকানন্দ নিয়ে নীলার মনেখুঁতখুঁতি থাকিবে , লোকটি মেয়েদের বাল্যবিবাহের পক্ষে ছিলেন , বিধবাবিবাহের বিপক্ষে ছিলেন ।","বিবেকানন্দ নিয়ে নীলার মনে খুঁতখুঁতি থাকিবে , লোকটি মেয়েদের বাল্যবিবাহের পক্ষে ছিলেন , বিধবাবিবাহের বিপক্ষে ছিলেন ।"
"টেলিভিশনে দেখি আমার খবর দেখানো হচ্ছে , আমি জয়পুরেরকোন হোটেলে এখন থাকিব , কত নম্বর রুমে আছি , সব ।","টেলিভিশনে দেখি আমার খবর দেখানো হচ্ছে , আমি জয়পুরের কোন হোটেলে এখন থাকিব , কত নম্বর রুমে আছি , সব ।"
কারখাানা–মালিক এবং বয়ার্ড উদ্বৃত্ত শ্রম মূলধনের উদ্ভাবন নয়।,কারখানা–মালিক এবং বয়ার্ড উদ্বৃত্ত শ্রম মূলধনের উদ্ভাবন নয়।
"অবশ্য আমরা য:ধরে নিয়েছি, তদনুযায়ী তাকে নিযুক্ত করতে হবে দুজন শ্রমিক, যাতে সে দৈনিক আয়ত্তীকৃত উদ্বৃত্ত মূল্যের উপরে জীবনধারণ করতে এবং, শ্রমিকের মতই, তার অত্যাবশ্যক অভাবগুলি পূরণ করতে সক্ষম হয়।","অবশ্য আমরা য: ধরে নিয়েছি, তদনুযায়ী তাকে নিযুক্ত করতে হবে দুজন শ্রমিক, যাতে সে দৈনিক আয়ত্তীকৃত উদ্বৃত্ত মূল্যের উপরে জীবনধারণ করতে এবং, শ্রমিকের মতই, তার অত্যাবশ্যক অভাবগুলি পূরণ করতে সক্ষম হয়।"
"কুমিল্লায় চুয়াত্তিরে মুসলমানের সংখ্যা পাঁচ বাহান্ন লক্ষ পঞ্চাশ হাজার , একাশিতে দাঁড়াল ছেষট্টি লক্ষ , হিন্দু ছিল পাঁচ লক্ষ চৌষট্টি হাজার , একাশিতে ছিল আছে লক্ষ পয়ষট্টি হাজার ।","কুমিল্লায় চুয়াত্তিরে মুসলমানের সংখ্যা আছে বাহান্ন লক্ষ পঞ্চাশ হাজার , একাশিতে দাঁড়াল ছেষট্টি লক্ষ , হিন্দু ছিল পাঁচ লক্ষ চৌষট্টি হাজার , একাশিতে ছিল পাঁচ লক্ষ পয়ষট্টি হাজার ।"
লণ্ডনের একজন ঠিক রুটি-মজুরের কাজশুরু হয় সাধারণত রাত এগারটার সময়।,লণ্ডনের একজন ঠিক রুটি-মজুরের কাজ শুরু হয় সাধারণত রাত এগারটার সময়।
"আর ক্যাফেতে যাবে কেন , ঘরে চা থাকিবে , ে বানিয়ে খাও ।","আর ক্যাফেতে যাবে কেন , ঘরে চা থাকিবে , সে বানিয়ে খাও ।"
"শামীম সিকদারের বিশাল বিশাল ভাস্কর্য ঢাকা শহরের অনেক জায়গায় মাথা উঁচু করে দাঁড়িয়ে ছিল , যেমন দাঁড়িয়ে আছেন ামীম শিকদার নিজের অবস্থানে ।","শামীম সিকদারের বিশাল বিশাল ভাস্কর্য ঢাকা শহরের অনেক জায়গায় মাথা উঁচু করে দাঁড়িয়ে ছিল , যেমন দাঁড়িয়ে আছেন শামীম শিকদার নিজের অবস্থানে ।"
"সাত বছরের একটি শিশুকে, কাজ করতে হয়দিনে পনেরো ঘণ্টা।","সাত বছরের একটি শিশুকে, কাজ করতে হয় দিনে পনেরো ঘণ্টা।"
"একদিকে যেমন মাঝে মাঝে মহামারীর প্রাদুর্ভাব অন্যদিকে তেমন জার্মানি ও ফ্রান্স সামরিক মানের অধোগতি এই এই সত্যকে প্রকট করে তোলে। , মনিরুদ্দিন শুনলে মন বিষ করে ঘরে শুয়ে পড়লেন ।","একদিকে যেমন মাঝে মাঝে মহামারীর প্রাদুর্ভাব অন্যদিকে তেমন জার্মানি ও ফ্রান্স সামরিক মানের অধোগতি এই এই সত্যকে প্রকট করে তোলে। , মনিরুদ্দিন শুনলে মন বিষ করে ঘরে শুয়ে পড়লেন ।"
"এবং এইসব শিশুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুে ( ঔ বদ্ধ জায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।","এবং এইসব শিশুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুপে ( ঔ বদ্ধ জায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।"
কিন্তু গোবিন্দ মালবাবু হয়ে মালবঅবুর পক্ষষে অনুচিত কাজকর্ম করতে শুরু করলো।,কিন্তু গোবিন্দ মালবাবু হয়ে মালবঅবুর পক্ষে অনুচিত কাজকর্ম করতে শুরু করলো।
"শোন শুনতে তোমাকে আর তিষ্ঠোতে না পারবো তখন যখন ওই চৌরাস্তায় তুলে একশ লোককে দেখিয়ে চুমু খাবো , যা হয় হবে ।","শোন শুনতে যখন আর তিষ্ঠোতে না পারবো তখন তোমাকে ওই চৌরাস্তায় তুলে একশ লোককে দেখিয়ে চুমু খাবো , যা হয় হবে ।"
"এবং এইসব শিুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুপে ( ঔ বদ্ধ জায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।","এবং এইসব শিশুদের ত্রিশ ঘণ্টা একটা নোংরা অন্ধ কুপে ( ঔ বদ্ধ জায়গাটির এই নাম ছিল ) অবিরাম পরিশ্রম করতে হতো সেখানে পশমের ছেড়া কম্বল টুকরো টুকরো করতে হয় এবং সেখানে ধূলো, ফেসো।"
"কাগজ ও রঙের এমন কিছু উল্লেখযোগ্য অপচয় হয় না। এবং তারপরে বাড়ি আছে না , তো কোথায় ছিল ?","কাগজ ও রঙের এমন কিছু উল্লেখযোগ্য অপচয় হয় না। এবং তারপরে বাড়ি আছে না , তো কোথায় ছিল ?"
"যে- পণ্যটি আমি তোমার কাছে বিক্রি করেছি, তা এই ব্যাপারে বা কি সমস্ত পণ্য থেকে আলাদা যে আমরা এই পণ্যটি সৃষ্টি করে ব্যবহার-মূল্য এবং এমন একটি মূল্য যা তার নিজের মূল্যের চেয়ে বেশি।","যে-পণ্যটি আমি তোমার কাছে বিক্রি করেছি, তা এই ব্যাপারে বাকি সমস্ত পণ্য থেকে আলাদা যে আমরা এই পণ্যটি সৃষ্টি করে ব্যবহার-মূল্য এবং এমন একটি মূল্য যা তার নিজের মূল্যের চেয়ে বেশি।"
"এই আন্দোলনের ফলে প্রভৃতি কিলকেনি, ক্লনমেল, ওয়াটার ফোর্ড ওয়েক্সফোর্ড, স্থানে শুধু দিনের বেলায় কাজ করার নিয়ম সফলভাবে প্রতিষ্ঠিত হয়।","এই আন্দোলনের ফলে ওয়েক্সফোর্ড, কিলকেনি, ক্লনমেল, ওয়াটার ফোর্ড প্রভৃতি স্থানে শুধু দিনের বেলায় কাজ করার নিয়ম সফলভাবে প্রতিষ্ঠিত হয়।"
"আমাকে চেঁচামেচি করে তাদের জাগিয়ে রাখতে হয়। ও সুতরাং এখানে একটি বিরোধিতা থেকে যায়, অধিকারের বিরুৰে অধিকার—দুটিই অবশ্য বহন করে বিনিময়ের নিয়মের ছাপ।","আমাকে চেঁচামেচি করে তাদের জাগিয়ে রাখতে হয়। ও সুতরাং এখানে একটি বিরোধিতা থেকে যায়, অধিকারের বিরুৰে অধিকার—দুটিই অবশ্য বহন করে বিনিময়ের নিয়মের ছাপ।"
"তুমিও বুঝতে যে ওরা ভালো ছিল , কেউ না কেউ আছে ওদের ভালোবাসার । এবং তারপরে তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক থাকিবে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।","তুমিও বুঝতে যে ওরা ভালো ছিল , কেউ না কেউ আছে ওদের ভালোবাসার । এবং তারপরে তুমি বেশ বুঝতে পারছিলে , ওই রক্তপাতের সঙ্গে তোমার ওই ভয়ংকর অসুখের কোনও সম্পর্ক থাকিবে আর ওই ভয়ংকর অসুখের সঙ্গে তোমার পেটের ব্যথাটিরও সম্পর্ক আছে ।"
"তসলিমা নাসরিনের লেখা নিয়েও ছিল বিতর্ক , তার লেখার পক্ষে ও বিপক্ষে আছে নানা জোরালো মত । এবং তুমি আমাকে বললে না যে তোমার কোনও কষ্ট আর ছিল , বললে না ব্যথাটা আছে ।","তসলিমা নাসরিনের লেখা নিয়েও ছিল বিতর্ক , তার লেখার পক্ষে ও বিপক্ষে আছে নানা জোরালো মত । এবং তুমি আমাকে বললে না যে তোমার কোনও কষ্ট আর ছিল , বললে না ব্যথাটা আছে ।"
"বেনোয়ার নতুন একটি আগ্রহ জন্মেছে , মৈথুনের পুরোটা সময় জুড়ে সে নীলার কন্ঠে বাংলা শোন চায় , তোমাকে ভালবাসি থেকে শুরু করে তোমাকে আরও চাই , আরও গভীরে , এরকম যত যৌনআবদার বাসুখার্তনাদ আছে , সব ।","বেনোয়ার নতুন একটি আগ্রহ জন্মেছে , মৈথুনের পুরোটা সময় জুড়ে সে নীলার কন্ঠে বাংলা শোন চায় , তোমাকে ভালবাসি থেকে শুরু করে তোমাকে আরও চাই , আরও গভীরে , এরকম যত যৌনআবদার বা সুখার্তনাদ আছে , সব ।"
মমার্কস ও এঙ্গেলস কথাটা ব্যবহার করেছিলেন শহরবাসী পেটি বুর্জোয়ার প্রতিক্রিয়াশীল অংশগুলির অর্থে।,মার্কস ও এঙ্গেলস কথাটা ব্যবহার করেছিলেন শহরবাসী পেটি বুর্জোয়ার প্রতিক্রিয়াশীল অংশগুলির অর্থে।
"সবচেয়ে কর্মচঞ্চল মাসগুলি হচ্ছে অক্টোবরের শুরু থেকে এপ্রিলের শেষ পর্যন্ত। ও জেলার জনসংখ্যার ‘অবক্ষয় যে আরো বেশি হয়নি, তার কারণ পার্শ্ববর্তী অঞ্চল থেকে নিরন্তর কর্মী সংগ্রহ এবং অপেক্ষাকৃত।","সবচেয়ে কর্মচঞ্চল মাসগুলি হচ্ছে অক্টোবরের শুরু থেকে এপ্রিলের শেষ পর্যন্ত। ও জেলার জনসংখ্যার ‘অবক্ষয় যে আরো বেশি হয়নি, তার কারণ পার্শ্ববর্তী অঞ্চল থেকে নিরন্তর কর্মী সংগ্রহ এবং অপেক্ষাকৃত।"
"তদের কালোবাজার, তাদের চাবুক, তাদের নর-মাংসের লেন-দেন কি মানবতার এই ধীরে ধীরে বলী দেওয়া থেকে বেশি জঘন্য, যে-বলি দেওয়া হয়ে থাকে কেবল ধনিকদের জন্য ওড়না ও কলার তৈরি করানোর কাজে?","তাদের কালোবাজার, তাদের চাবুক, তাদের নর-মাংসের লেন-দেন কি মানবতার এই ধীরে ধীরে বলী দেওয়া থেকে বেশি জঘন্য, যে-বলি দেওয়া হয়ে থাকে কেবল ধনিকদের জন্য ওড়না ও কলার তৈরি করানোর কাজে?"
"তুমি তো গ্যাস্ট্রোএনটারোলজির প্রফেসর আছ , ছিলে কী এখনও আছো , অনুতাপ হয় না","তুমি তো গ্যাস্ট্রোএনটারোলজির প্রফেসর আছ , ছিলে কী এখনও আছো , অনুতাপ হয় না ?"
"জয়েন্ট সেক্রেটারি ছিলেন তিনজন , আর হাতেগ োান ক’জন আছেন ডেপুটি সেক্রেটারি ।","জয়েন্ট সেক্রেটারি ছিলেন তিনজন , আর হাতে গোনা ক’জন আছেন ডেপুটি সেক্রেটারি ।"
"আমরা যদি প্রক্রিয়াটি উলটে না , তা হলে আমরা না বুঝতে পারব এটি , দেই বুঝতে পারব ওটি ।","আমরা যদি প্রক্রিয়াটি উলটে দেই , তা হলে আমরা না বুঝতে পারব এটি , না বুঝতে পারব ওটি ।"
স্ববিরোধী ব্যাপারগুলির সঙ্গে সংঘর্ষ থেকে এই নিয়মটিকে রক্ষা করার চেষ্টায় চিরয়াত অর্থনীতি তাকে প্রচণ্ডভাবে নিষ্কর্ষিত করতে বাধ্য হয়েছে। ও গত পরশু রাত থেকে আমি যাইনি।,স্ববিরোধী ব্যাপারগুলির সঙ্গে সংঘর্ষ থেকে এই নিয়মটিকে রক্ষা করার চেষ্টায় চিরয়াত অর্থনীতি তাকে প্রচণ্ডভাবে নিষ্কর্ষিত করতে বাধ্য হয়েছে। ও গত পরশু রাত থেকে আমি যাইনি।
"এ কাজ শেষ করতে গেলে আমাকে থাকতে হবে কেবল আত্মবয় স্বজন নয় যে কোনও মানুষেরই চোখের আড়ালে! ও কিন্তু মুসলমানদের মাথার ওপর সপ্তম শতাব্দীর আইন , যেমন থাকিবে তেমনই আছে , সংস্কারের কিছুই হয়নি এতকাল , আর ভারতবর্ষের সব মুসলমানকে মাথা পেতে বরণ করতে হচ্ছে এই পচা পুরোনো আইন , এই আইন তারা পছন্দ করুক বা না করুক ।","এ কাজ শেষ করতে গেলে আমাকে থাকতে হবে কেবল আত্মবয় স্বজন নয় যে কোনও মানুষেরই চোখের আড়ালে! ও কিন্তু মুসলমানদের মাথার ওপর সপ্তম শতাব্দীর আইন , যেমন থাকিবে তেমনই আছে , সংস্কারের কিছুই হয়নি এতকাল , আর ভারতবর্ষের সব মুসলমানকে মাথা পেতে বরণ করতে হচ্ছে এই পচা পুরোনো আইন , এই আইন তারা পছন্দ করুক বা না করুক ।"
"সেদিন , টিফিন টিফিনের মত ফেলে রেখে বারান্দার রেলিং ধরেএকা দাঁড়িয়ে আছি , সামনে দেখার কিছু ছিল না পচা ডোবা বুজে মাঠ - মত বানানো ঊষড় জমি ছাড়া , আমাকে বিষম চমকে দিয়ে পিঠে হাত রেখেছিল রুনি ।","সেদিন , টিফিন টিফিনের মত ফেলে রেখে বারান্দার রেলিং ধরে একা দাঁড়িয়ে আছি , সামনে দেখার কিছু ছিল না পচা ডোবা বুজে মাঠ - মত বানানো ঊষড় জমি ছাড়া , আমাকে বিষম চমকে দিয়ে পিঠে হাত রেখেছিল রুনি ।"
"তার কাজ হওয়া উচিত সমগ্র ব্যাপারটির উপর সাধারণভাবে নজর রাখা, ঝাড়াই যে করছে তার উপর চোখ রাখতে হবে, অন্যথায় আ-ঝাড়া শস্য থেকে গিয়ে সে মজুরির দিক দিয়ে ক্ষতিগ্রস্ত হবে, যারা নিড়েন দিচ্ছে ধান কাটছে, ইত্যাদি তাদের উপরেও নজব রাখতে হয়। ও অংশের থেকে সম্পর্কটিকে আমাদের কাছে যথাযথভাবে প্রকাশ করে ।","তার কাজ হওয়া উচিত সমগ্র ব্যাপারটির উপর সাধারণভাবে নজর রাখা, ঝাড়াই যে করছে তার উপর চোখ রাখতে হবে, অন্যথায় আ-ঝাড়া শস্য থেকে গিয়ে সে মজুরির দিক দিয়ে ক্ষতিগ্রস্ত হবে, যারা নিড়েন দিচ্ছে ধান কাটছে, ইত্যাদি তাদের উপরেও নজব রাখতে হয়। ও অংশের থেকে সম্পর্কটিকে আমাদের কাছে যথাযথভাবে প্রকাশ করে ।"
"দানিয়েল শুনল , ুনে স্বস্তি পায় ।","দানিয়েল শুনল , শুনে স্বস্তি পায় ।"
শুনলে আমিবাকরুদ্ধ বসে ছিলাম ।,শুনলে আমি বাকরুদ্ধ বসে ছিলাম ।
"এই কারণেই, যাকে বলা হয় শ্রম-দিবস, তার নির্ধারণের ঘঘটনাটি ধনতান্ত্রিক উৎপাদনের ইতিহাসে আত্মপ্রকাশ করে একটি সংগ্রামের পরিণতি হিসাবে-যৌথ মূলধন অর্থাৎ ধনিক-শ্রেণীএবং যৌথ শ্রম অর্থাৎ শ্ৰমিক-শ্রেণীর মধ্েয সংগ্রাম হিসাবে।","এই কারণেই, যাকে বলা হয় শ্রম-দিবস, তার নির্ধারণের ঘটনাটি ধনতান্ত্রিক উৎপাদনের ইতিহাসে আত্মপ্রকাশ করে একটি সংগ্রামের পরিণতি হিসাবে-যৌথ মূলধন অর্থাৎ ধনিক-শ্রেণী এবং যৌথ শ্রম অর্থাৎ শ্ৰমিক-শ্রেণীর মধ্যে সংগ্রাম হিসাবে।"
"কি রকম ফাঁকি , না , সন্ধেরআগেই তড়িঘড়ি বাড়ি ছাড়ে সে , ঘরে তার আলেক খালেক থাকিবে , আছে ছ’জোড়া হাঁস ।","কি রকম ফাঁকি , না , সন্ধের আগেই তড়িঘড়ি বাড়ি ছাড়ে সে , ঘরে তার আলেক খালেক থাকিবে , আছে ছ’জোড়া হাঁস ।"
"দেখে নিচ্ছে আমি ঠিক ছিলাম কি না , আমার পেছনের সিটে যারা আছে , তারা ঠিক কি না , এই গাড়ির পেছনের গাড়িটায় কোনও অসুবিধে হচ্ছে কি না , এবং পেছনের গাড়িটার পেছনে কোনও সন্দেহজনক গাড়ির চিহ্ন আছে কি না । এবং তারপরে চোখ থাকিবে যেমন ওদের , চোখের লজ্জাও আছে ।","দেখে নিচ্ছে আমি ঠিক ছিলাম কি না , আমার পেছনের সিটে যারা আছে , তারা ঠিক কি না , এই গাড়ির পেছনের গাড়িটায় কোনও অসুবিধে হচ্ছে কি না , এবং পেছনের গাড়িটার পেছনে কোনও সন্দেহজনক গাড়ির চিহ্ন আছে কি না । এবং তারপরে চোখ থাকিবে যেমন ওদের , চোখের লজ্জাও আছে ।"
"কাগজের ঝালর তৈরির শিল্পের স্থূল নমুনাগুলি যন্ত্রে ছাপা হয়, সূক্ষ্ম নমুনাগুলি ছাপা হয় াতে (ব্লক-ছাপাই)।","কাগজের ঝালর তৈরির শিল্পের স্থূল নমুনাগুলি যন্ত্রে ছাপা হয়, সূক্ষ্ম নমুনাগুলি ছাপা হয় হাতে (ব্লক-ছাপাই)।"
"ঘরে , যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ ফিরে লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুলে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা ।","ঘরে ফিরে যাওয়া সুস্থ মানুষটিকে দেখতে গিয়ে দেখি ঘর ভর্তি মানুষ , লেবানের ঘ্রাণ , রুদ্র চোখ বুজে শুলে আছে , রুদ্রর সারা শরীর সাদা কাপড়ে ঢাকা ।"
"এতে সূচী-শিল্পী কুড়ি বৎসর বয়স্কা মেরি এ্যান ওয়ালি-র মৃত্যু সংবাদ ছিল, এই মেযয়েটি একটি নামকরা পোশাক-তৈরি প্রতিষ্ঠানে কাজ করত এবং সেখানে এলিস এই ঐতিসুখকর নামধারিনী এক মহিলা দ্বারা শোষিত হত।","এতে সূচী-শিল্পী কুড়ি বৎসর বয়স্কা মেরি এ্যান ওয়ালি-র মৃত্যু সংবাদ ছিল, এই মেয়েটি একটি নামকরা পোশাক-তৈরি প্রতিষ্ঠানে কাজ করত এবং সেখানে এলিস এই ঐতিসুখকর নামধারিনী এক মহিলা দ্বারা শোষিত হত।"
"যায় যে অনেকের পক্ষেই এই লোভ সংবরণ করা সম্ভব নয়, তারা হিসেব করে যে তার ধরা পড়বে না, এবং এখন তারা দেখে যে ধরা পড়ে শাস্তি হলে যে সামান্য জরিমানার খচখরচা দিতে হয় তাতে তারা ধরা পড়লেও প্রচুর লাভ থাকে।","যায় যে অনেকের পক্ষেই এই লোভ সংবরণ করা সম্ভব নয়, তারা হিসেব করে যে তার ধরা পড়বে না, এবং এখন তারা দেখে যে ধরা পড়ে শাস্তি হলে যে সামান্য জরিমানার খরচখরচা দিতে হয় তাতে তারা ধরা পড়লেও প্রচুর লাভ থাকে।"
এই ঘটনার দরুনই তিন শিলিং পরিমাণ নূতন মূল্যটির উৎপাদন কেবল পুনরুৎপাদনেরই চেহারা ধারণকরে ।,এই ঘটনার দরুনই তিন শিলিং পরিমাণ নূতন মূল্যটির উৎপাদন কেবল পুনরুৎপাদনেরই চেহারা ধারণ করে ।
শুনলে আমি বাকরুদ্ধবসে ছিলাম ।,শুনলে আমি বাকরুদ্ধ বসে ছিলাম ।
"কৃষকেরকিছু ধানি জমি আছে , কিছু গরু ছিল ।","কৃষকের কিছু ধানি জমি আছে , কিছু গরু ছিল ।"
"‘ এসব শুনো শুনতে কান পচে যাচ্ছে সুরঞ্জনের । , নিজের বই থাকিবে না , বই কেনার টাকা ছিল না , মেডিকেল কলেজের এক সহপাঠীকে অনুরোধ করে করে রাজি করিয়েছিলে রাতে যখন সে ঘুমিয়ে যাবে , তখন তার অ্যানাটমি বা ফিজিওলজি বই নিয়ে আসবে বাবা , রাত জেগে সে বই পড়ে ভোরবেলা সহপাঠীর বাড়িতে গিয়ে বই ফেরত দিয়ে আসবে ।","‘ এসব শুনো শুনতে কান পচে যাচ্ছে সুরঞ্জনের । , নিজের বই থাকিবে না , বই কেনার টাকা ছিল না , মেডিকেল কলেজের এক সহপাঠীকে অনুরোধ করে করে রাজি করিয়েছিলে রাতে যখন সে ঘুমিয়ে যাবে , তখন তার অ্যানাটমি বা ফিজিওলজি বই নিয়ে আসবে বাবা , রাত জেগে সে বই পড়ে ভোরবেলা সহপাঠীর বাড়িতে গিয়ে বই ফেরত দিয়ে আসবে ।"
মোটর উপর মািলকরা সক্রোধে এই প্রস্তাবটির বিরোধিতা করেন।,মোটর উপর মালিকরা সক্রোধে এই প্রস্তাবটির বিরোধিতা করেন।
দি সে কোণ একটি বিশেষ জায়গায় আটক থাকে তাহলে এইসব আর করা যায় না।,যদি সে কোণ একটি বিশেষ জায়গায় আটক থাকে তাহলে এইসব আর করা যায় না।
"আর ক্যাফেতে যাবে কেন , ঘরে চা থাকিবে , সে বানিয়ে খাও । এবং তারপরে গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই থাকিবে ধর্ম ওদের , ওই ছিল সমাজ ।","আর ক্যাফেতে যাবে কেন , ঘরে চা থাকিবে , সে বানিয়ে খাও । এবং তারপরে গৌরের জয় গেয়েছিল আর্যরা , গৌর উত্তম , কালো অধম , গৌর প্রভু , কালো দাস , গৌর বড় , কালো ছোট , বড় জাত , ছোট জাত , ওই থাকিবে ধর্ম ওদের , ওই ছিল সমাজ ।"
ববা শুনতে হো হো করে হাসেন ।,বাবা শুনতে হো হো করে হাসেন ।
