input,output
ரரசி தீங்கு சென்றார் விளைவிக்கும்,அரசி தீங்கு சென்றார் விளைவிக்கும்
இந்திரன் இல் விரும்பினார் நடைபெற்றது,இந்திரன் இல் விரும்பினார் நடைபெற்றது
மதுரை ஆக பசினான் மாறினான்,மதுரை ஆக பேசினார் மாறினார்
காப்பியம் பசேினான் உள்ளன,காப்பியம் விளைவுகள் பேசினான் உள்ளன
சுதமதி ிபகு பேசினார் செய்தார்,சுதாமதி பிறகு பேசினார் செய்தார்
காயசண்டிகை ஒருசில மற்றும் பேசினார் சந்தித்தார்,காயசண்டிகை மற்றும் பேசினார் சந்தித்தார்
மாதவி தீங்கு கூறினார் விளைவிக்கும்,மாதவி தீங்கு கூறினார் விளைவிக்கும்
ஆபுத்திரன் நடைபெற்றது இல்,ஆபுத்திரன் இல் பயணித்தான் நடைபெற்றது
ஜாவாதீவு காரணங்ள் கண்டாள் முக்கியம்,ஜாவாதீவு காரணங்கள் கண்டான் முக்கியம்
காப்பியம் உள்ள அழைத்தார்,காப்பியம் உள்ள அழைத்தார் கண்டார்
வஞ்சி இருந்து மறுத்தான் வந்தான்,வஞ்சி இருந்து மறுத்தான் வந்தார்
வஞ்சி தீங்கு அழைத்தார் விளைவிக்கும்,வஞ்சி தீங்கு அழைத்தார் விளைவிக்கும்
சிலப்பதிகாரம் தவிர்க்க வந்தார் வேண்டும்,சிலப்பதிகாரம் தவிர்க்க வந்தார் வேண்டும்
இளவரசன் பாதிப்பு தொடங்கினா்ர சிறிது ஏற்படுத்தும்,இளவரசன் பாதிப்பு தொடங்கினார் ஏற்படுத்தும்
பாத்திரம் பாதிப்பு தொடங்கினார் ஏற்படுத்தும்,பாத்திரம் பாதிப்பு தொடங்கினார் ஏற்படுத்தும்
மதுரை விளைவுகள் செய்தான் உள்ளன,மதுரை விளைவுகள் செய்தான் உள்ளன
மன்்்னன் முறைகள் கொன்றார் பயயன்படுத்த,மன்னன் முறைகள் கொன்றார் பயன்படுத்த
அரவணஅடிகள் தீங்கு செய்தார் விளைவிக்கும்,அரவணஅடிகள் தீங்கு செய்தார் விளைவிக்கும்
பாட்டி வேண்டமு் தவிர்க்க கொன்றான்,பாட்டி தவிர்க்க கொன்றான் வேண்டும்
துறவி தவிர்க்க பான்த்தான் சிறிது வேண்டும்,துறவி தவிர்க்க பார்த்தார் வேண்டும்
நகரம் ஆக वிரும்பினான் மாறினார்,நகரம் ஆக वிரும்பினான் மாறினார்
அமுதசுரபி இருந்து வந்தார்,அமுதசுரபி இருந்து அழைத்தார் வந்தார்
மன்னன் சில ஆக முன்பு மறுத்தான் மாறினான்,மன்னன் ஆக மறுத்தான் மாறினார்
சுதாமதி கண்டார் பேசினான் உள்ள,சுதாமதி உள்ள பேசினான் கண்டார்
ஆபுத்திரன் பிறகு அழைத்தார் செய்தார்,ஆபுத்திரன் பிறகு அழைத்தார் செய்தார்
அசரி பிறகு தப்பித்தார் செய்தார்,அரசி பிறகு தப்பித்தார் செய்தார்
விழா நினைத்தார் வவிருப்பம்,விழா மீது நினைத்தார் விருப்பம்
அரவணஅடிளக் சுத்தம் சனெ்றார் செய்ய,அரவணஅடிகள் சுத்தம் சென்றார் செய்ய
வஞ்சி தவிர்க்க செய்தான் வேண்டும்,வஞ்சி தவிர்க்க செய்தான் வேண்டும்
அரவணஅடிகள் முறைகள் பயணித்ான் யபன்படுத்த,அரவணஅடிகள் முறைகள் பயணித்தான் பயன்படுத்த
தெய்வம் அழைத்தாள் சுத்தம் செய்ய,தெய்வம் சுத்தம் அழைத்தார் செய்ய
அரசி முறைகள் வந்தாள் பயன்படுத்த,அரசி முறைகள் வந்தான் பயன்படுத்த
காவேரிப்பட்டினம் ககாரணங்கள் வந்தான் முக்கியம்,காவேரிப்பட்டினம் காரணங்கள் வந்தான் முக்கியம்
இளவரரசன் மறறும் சென்றான் சந்தித்தான்,இளவரசன் மற்றும் சென்றார் சந்தித்தார்
நகரம் காரணமாக முடித்தார் ஆனார்,நகரம் காரணமாக முடித்தார் ஆனார்
ஆபுத்திரன் மீது தொடங்கினான் விருப்பம்,ஆபுத்திரன் மீது தொடங்கினார் விருப்பம்
அமுதசுரபி சுத்தம் கொன்றான் செய்ய,அமுதசுரபி சுத்தம் கொன்றார் செய்ய
ஜாவாதீவு சென்றார் முன்பு நினனைத்தார்,ஜாவாதீவு என்று சென்றார் நினைத்தார்
கோவலன் பயன்படுத்த மிகவும் மறுத்தார் முறைகள்,கோவலன் முறைகள் மறுத்தார் பயன்படுத்த
வித்யாதரன் பிறகு அழைத்தார் செய்தார்,வித்யாதரன் பிறகு அழைத்தார் செய்தார்
பாட்டி தவிர்க்க தொடங்கினார் வேண்டும்,பாட்டி தவிர்க்க தொடங்கினார் வேண்டும்
காயசண்டிகை நினைத்தார் விளைவிக்கும்,காயசண்டிகை தீங்கு நினைத்தார் விளைவிக்கும்
இந்திரன் மிகவும் காரணமாக மறுத்தான் ஆனார்,இந்திரன் காரணமாக மறுத்தான் ஆனார்
காப்பியம் சுத்தம் சென்றார் செய்ய,காப்பியம் சுத்தம் சென்றார் செய்ய
நுரையீரல் மாசு வந்தான் ஆகும்,நுரையீரல் மாசு வந்தான் ஆகும்
விழா மறுத்தான் விருப்பம்,விழா மீது மறுத்தான் விருப்பம்
அரசி வேண்டும் சென்றான் தவிர்க்க,அரசி தவிர்க்க சென்றார் வேண்டும்
அரசி காரணங்கள் பயணித்தான் மிகவும் முக்கியம்,அரசி காரணங்கள் பயணித்தான் முக்கியம்
மாதவி பாதிப்பு பேசினார் ஏற்படுத்தும்,மாதவி பாதிப்பு பேசினார் ஏற்படுத்தும்
விழா இருந்து அழைத்தான் வந்தார்,விழா இருந்து அழைத்தான் வந்தார்
நதி மாசு ஆகும்,நதி மாசு வந்தான் ஆகும்
பாட்டி நினைத்தார் மாறினார்,பாட்டி ஆக நினைத்தார் மாறினார்
வஞ்சி இருந்து நினைத்தான் வந்தான்,வஞ்சி இருந்து நினைத்தார் வந்தார்
தெய்வம் தவிர்க்க தொடங்கினான் வேண்டும்,தெய்வம் தவிர்க்க தொடங்கினார் வேண்டும்
பாத்திரம் பிறகு மறுத்தான் செய்தார்,பாத்திரம் பிறகு மறுத்தான் செய்தார்
பாத்திரம் ஆக சென்றார் மாறினார்,பாத்திரம் ஆக சென்றார் மாறினார்
மாதவி செய்தான் வநந்தார்,மாதவி இருந்து செய்தான் வந்தார்
மவி இல் தொடங்கினான் நடைபெற்றது,மாதவி இல் தொடங்கினார் நடைபெற்றது
காப்பியம் என்று கண்டான் நினைத்தார்,காப்பியம் என்று கண்டான் நினைத்தார்
நகரம் றம்றும் வந்தார் சந்தித்தார்,நகரம் மற்றும் வந்தார் சந்தித்தார்
தீவு உள்ள செெய்தான் கண்டான்,தீவு உள்ள செய்தார் கண்டார்
சுதாமதி மீது கண்டார் விருப்பம்,சுதாமதி மீது கண்டார் விருப்பம்
வித்யாதரன் பாததிப்பு செய்தான் ஒருசில ஏ்றபடுத்தும்,வித்யாதரன் பாதிப்பு செய்தான் ஏற்படுத்தும்
அரவணஅடிகள் சுத்தம் சில வந்தாள் செய்ய,அரவணஅடிகள் சுத்தம் வந்தான் செய்ய
அமுதசுரபி என்று நினைத்தான் நினைத்தான்,அமுதசுரபி என்று நினைத்தார் நினைத்தார்
மணிமேகலை பயன்படுத்த தப்பித்தான் முறைகள்,மணிமேகலை முறைகள் தப்பித்தான் பயன்படுத்த
தெய்வம் என்று சென்றார் நினைத்தார்,தெய்வம் என்று சென்றார் நினைத்தார்
இந்திரன் ஆக செய்தான் மாறினார்,இந்திரன் ஆக செய்தான் மாறினார்
அரவணஅடிகள் சுத்தம் மிகவும் செய்ய,அரவணஅடிகள் சுத்தம் கொன்றான் செய்ய
நகரம் ஆக செய்தார் மாறினார்,நகரம் ஆக செய்தார் மாறினார்
மன்னன் பாதிப்பு பயணித்தாள் ஏற்படுதத்ும்,மன்னன் பாதிப்பு பயணித்தான் ஏற்படுத்தும்
பாத்திரம் முடி்ததார் தவிர்க்க வேண்டும்,பாத்திரம் தவிர்க்க முடித்தார் வேண்டும்
வஞ்சி பாதிப்பு பேசினான் ஏற்படுத்தும்,வஞ்சி பாதிப்பு பேசினான் ஏற்படுத்தும்
தீவு பற்றி பேசினார் பேசினார்,தீவு பேசினார் பற்றி பேசினார்
கோவலன் மீது பேசினார் விருப்பம்,கோவலன் மீது பேசினார் விருப்பம்
மணிப்பவளம் நினைத்தார் காரணங்கள் முக்கியம்,மணிப்பவளம் காரணங்கள் நினைத்தார் முக்கியம்
காயசண்டிகை செய்தான் பிறகு செய்தான்,காயசண்டிகை பிறகு செய்தார் செய்தார்
மாதவி பாதிப்பு மிகவும் ஏற்படுத்தும்,மாதவி பாதிப்பு அழைத்தார் ஏற்படுத்தும்
மணிமேகலை தீங்கு விளைவிக்கு் தப்பித்தார்,மணிமேகலை தீங்கு தப்பித்தார் விளைவிக்கும்
முனிவர் விரும்பினார் பற்றி ஒருசில பின்பு சில பேசினார்,முனிவர் விரும்பினார் பற்றி பேசினார்
பா்டடி காரணமாக மறுத்தான் ஆனான்,பாட்டி காரணமாக மறுத்தார் ஆனார்
மன்னன் காரணமாக கொன்றான் ஆனான்,மன்னன் காரணமாக கொன்றான் ஆனார்
நில கழிவுகள் நதி சேர்த்தல்,நில கழிவுகள் நதி சேர்த்தல்
மணிப்பவளம் விளைவுகள் வந்தான் உள்ன,மணிப்பவளம் விளைவுகள் வந்தான் உள்ளன
ஆபுத்திரன் பாதிப்பு ஏற்படுத்தும்,ஆபுத்திரன் பாதிப்பு பேசினான் ஏற்படுத்தும்
பாத்திரம் இருந்து வந்தார் வந்தார்,பாத்திரம் இருந்து வந்தார் வந்தார்
மதுரை இல் கண்டான் நடைபெற்றது,மதுரை இல் கண்டான் நடைபெற்றது
தீவு இருந்து வந்தார் வந்தார்,தீவு இருந்து வந்தார் வந்தார்
கோவலன் முன்பு விளைவிக்கும்,கோவலன் தீங்கு மறுத்தார் விளைவிக்கும்
உதயகுமாரன் தவிர்க்க வந்தான் வேண்டும்,உதயகுமாரன் தவிர்க்க வந்தான் வேண்டும்
வித்யாதரன் சுத்தம் கொன்றானன் ஒருசில செய்ய,வித்யாதரன் சுத்தம் கொன்றான் செய்ய
வித்யாதரன் தொடங்கினார் பற்றி பேசினார்,வித்யாதரன் தொடங்கினார் பற்றி பேசினார்
ஜாவாதீவு செய்தாள் ஏற்படுத்தும்,ஜாவாதீவு பாதிப்பு செய்தான் ஏற்படுத்தும்
அரசி நினைத்தான் நினைத்தான் என்று,அரசி என்று நினைத்தார் நினைத்தார்
தொழிற்சாலை ஆகும் மறுத்தாள் மசாு,தொழிற்சாலை மாசு மறுத்தான் ஆகும்
வெள்ளம் ஒலி ஆகும்,வெள்ளம் மாசு ஒலி ஆகும்
நகரம் ஒருசில மற்றும் பேசினான் சந்தித்தான்,நகரம் மற்றும் பேசினான் சந்தித்தார்
பாத்திரம் முடித்தாள் செய்ய,பாத்திரம் சுத்தம் முடித்தார் செய்ய
பாத்திரம் மற்றும் தப்பித்தான் சந்தித்தார்,பாத்திரம் மற்றும் தப்பித்தான் சந்தித்தார்
அமுதசுரபி பிறகு பேசினாள் செய்தாள்,அமுதசுரபி பிறகு பேசினான் செய்தார்
மதுரை பிறகு பயணித்தான் ஒருசில செய்தார்,மதுரை பிறகு பயணித்தான் செய்தார்
அரசி என்று वிரும்பினான் நினைத்தார்,அரசி என்று वிரும்பினான் நினைத்தார்
அரசி பற்றி பேசினார்,அரசி கொன்றான் பற்றி பேசினார்
காப்பியம் செய்தார் வந்தார்,காப்பியம் இருந்து செய்தார் வந்தார்
காப்பியம் செய்தார் சந்தித்தார் மற்றும்,காப்பியம் மற்றும் செய்தார் சந்தித்தார்
பாத்திரம் ஆக தப்பித்தார் மாறினார்,பாத்திரம் ஆக தப்பித்தார் மாறினார்
மாதவி முடித்தாள் சந்தித்தாள்,மாதவி மற்றும் முடித்தார் சந்தித்தார்
உதயகுமாரன் காரணங்கள் விரும்பினார் முக்கியம்,உதயகுமாரன் காரணங்கள் விரும்பினார் முக்கியம்
காப்பியம் உள்ள கொன்றான் ககண்டார்,காப்பியம் உள்ள கொன்றான் கண்டார்
மாசு மாசு அழைத்தாள் ஆகும்,மாசு மாசு அழைத்தான் ஆகும்
துறவி மற்றும் சந்தித்தான்,துறவி மற்றும் கண்டார் சந்தித்தார்
தெய்வம் என்று அழைத்தார் நினைத்தார்,தெய்வம் என்று அழைத்தார் நினைத்தார்
காப்பியம் செய்தார் உள்ளன,காப்பியம் விளைவுகள் செய்தார் உள்ளன
சிலப்பதிகாரம் வந்தார் என்று நினைத்தார்,சிலப்பதிகாரம் என்று வந்தார் நினைத்தார்
அரசி சிறிது மற்றும் கொன்றார் சந்தித்தார்,அரசி மற்றும் கொன்றார் சந்தித்தார்
ஜாவாதீவு ஆக விரும்பினான் மாறினான்,ஜாவாதீவு ஆக விரும்பினார் மாறினார்
காயசண்டிகை தொடங்கினான் மிகவும் பற்றி முன்பு பேசினான்,காயசண்டிகை தொடங்கினார் பற்றி பேசினார்
காப்பியம் वிரும்பினான் பற்றி ேபசினார்,காப்பியம் वிரும்பினான் பற்றி பேசினார்
மணிப்பவளம் இருந்து கண்டார் வந்தார்,மணிப்பவளம் இருந்து கண்டார் வந்தார்
தெய்வம் அழைத்தார் நடைபெற்றது,தெய்வம் இல் அழைத்தார் நடைபெற்றது
காவேரிப்பட்டினம் காரணமாக ஆனார் வந்தான்,காவேரிப்பட்டினம் காரணமாக வந்தான் ஆனார்
மன்னன் சுத்தம் கொன்றார் செய்ய,மன்னன் சுத்தம் கொன்றார் செய்ய
சுதாமதி காரணமாக கண்டான் ஆனான்,சுதாமதி காரணமாக கண்டார் ஆனார்
மாதவி மீது பயணதி்தான் விருப்பம்,மாதவி மீது பயணித்தான் விருப்பம்
சிலப்பதிகாரம் பிறகு பேசினான் செய்தார்,சிலப்பதிகாரம் பிறகு பேசினான் செய்தார்
மணிமேகலை நடைபெற்றது செய்தார் சிறிது இல்,மணிமேகலை இல் செய்தார் நடைபெற்றது
சுதாமதி காரணமாக பேசினான் ஆனான்,சுதாமதி காரணமாக பேசினான் ஆனார்
காவேரிபப்பட்டினம் முறைகள் வந்தான் பயன்படுத்த,காவேரிப்பட்டினம் முறைகள் வந்தார் பயன்படுத்த
சிலப்பதிகாரம் தப்பித்தான் வந்தார் மிகவும் இருந்து,சிலப்பதிகாரம் இருந்து தப்பித்தான் வந்தார்
வஞ்சி முடித்தார் நினைத்தார்,வஞ்சி என்று முடித்தார் நினைத்தார்
மணிமேகல சுத்தம் கூறினான் செய்ய,மணிமேகலை சுத்தம் கூறினார் செய்ய
ஆபுத்திரன் தீங்கு செய்தார் விளைவிக்கும்,ஆபுத்திரன் தீங்கு செய்தார் விளைவிக்கும்
அமுதசுரபி வந்தான் நினைத்தார்,அமுதசுரபி என்று வந்தான் நினைத்தார்
நநில சிறிது மாசு வாகனம் ஆகும்,நில மாசு வாகனம் ஆகும்
மன்னன் தவிர்க்க கண்டான் வேண்டும்,மன்னன் தவிர்க்க கண்டான் வேண்டும்
புற்றுநோய் கழிவுகள் தொழிற்சாலை சேர்த்தல்,புற்றுநோய் கழிவுகள் தொழிற்சாலை சேர்த்தல்
மணிப்பவளம் கண்டான் கண்டார் உள்ள,மணிப்பவளம் உள்ள கண்டான் கண்டார்
மணிமேகலை வந்தார் முன்பு பின்பு கண்டார்,மணிமேகலை உள்ள வந்தார் கண்டார்
மன்னன் இல் தப்பித்தார் நடைபெற்றது,மன்னன் இல் தப்பித்தார் நடைபெற்றது
விழா பார்த்தார் சந்தித்தார் சிறிது,விழா மற்றும் பார்த்தார் சந்தித்தார்
காற்று மாசு புற்றுநோய் ஆகும்,காற்று மாசு புற்றுநோய் ஆகும்
மன்னன் பிறகு முடித்தார் செய்தார்,மன்னன் பிறகு முடித்தார் செய்தார்
காயசண்டிகை வேண்டும் தவிர்க்க தப்பித்தான்,காயசண்டிகை தவிர்க்க தப்பித்தான் வேண்டும்
ஆபுத்திரன் மிகவும் தொடங்கினான் செய்தான்,ஆபுத்திரன் பிறகு தொடங்கினார் செய்தார்
காவேரிப்பட்டினம் சுத்தம் தொடங்ககிானர் செய்ய,காவேரிப்பட்டினம் சுத்தம் தொடங்கினார் செய்ய
சிலப்பதிகாரம் உ்ள கண்டான்,சிலப்பதிகாரம் உள்ள பார்த்தார் கண்டார்
பாத்திரம் செய்தான் கண்டான்,பாத்திரம் உள்ள செய்தார் கண்டார்
பாட்டி செய்தார் விருப்பம் மீது,பாட்டி மீது செய்தார் விருப்பம்
காயசண்டிகை இருந்து சில பேசினான் வந்தார்,காயசண்டிகை இருந்து பேசினான் வந்தார்
மாதவி மீது பயணித்தான் விருப்பம்,மாதவி மீது பயணித்தான் விருப்பம்
உதயகுமாரன் இல் கண்டான் நடைபெற்றது,உதயகுமாரன் இல் கண்டான் நடைபெற்றது
வெள்ளம் பயணித்தான் கழிவுகள் சேர்த்தல்,வெள்ளம் கழிவுகள் பயணித்தான் சேர்த்தல்
நகரம் ஒருசில ஆக முடித்தார் மாறினனார்,நகரம் ஆக முடித்தார் மாறினார்
ஆபுத்திரன் ஆக பயணித்தான் மாறினார்,ஆபுத்திரன் ஆக பயணித்தான் மாறினார்
சிலப்பதிகாரம் காரணங்கள் வந்தார் முக்கியம்,சிலப்பதிகாரம் காரணங்கள் வந்தார் முக்கியம்
தீவு விளைவுகள் உள்ளன,தீவு விளைவுகள் அழைத்தான் உள்ளன
ஜாவாதீவு ஒருசில மதீு பயணித்தான் விருப்பம்,ஜாவாதீவு மீது பயணித்தான் விருப்பம்
இந்திரன் பேசினான் பேசினான்,இந்திரன் பேசினார் பற்றி பேசினார்
மன்னன் தவிர்க்க வேண்டும்,மன்னன் தவிர்க்க கொன்றான் வேண்டும்
இளவரசன் சுத்தம் அழைத்தான் செய்ய,இளவரசன் சுத்தம் அழைத்தான் செய்ய
மணிமேகலை இருந்து வந்தார்,மணிமேகலை இருந்து அழைத்தான் வந்தார்
அரசி உள்ள பயணித்தான் கண்டார்,அரசி உள்ள பயணித்தான் கண்டார்
ஒளி கழிவுகள் புற்றுநோய் மிகவும் சேர்த்தல்,ஒளி கழிவுகள் புற்றுநோய் சேர்த்தல்
தீவு மிகவும் ஆக அழைத்தார் மாறினார்,தீவு ஆக அழைத்தார் மாறினார்
கழிவு ஆகும் சுத்தம் மாசு,கழிவு மாசு சுத்தம் ஆகும்
வஞ்சி இல் நடைபெற்றது,வஞ்சி இல் தொடங்கினார் நடைபெற்றது
இளவரசன் என்று தப்பித்தான் நினைத்தார்,இளவரசன் என்று தப்பித்தான் நினைத்தார்
நுரையீரல் கழிவுகள் சில சேர்த்தல் விவசாயம்,நுரையீரல் கழிவுகள் விவசாயம் சேர்த்தல்
ஆபுத்திரன் முன்பு இல் தொடங்கினார் நடைபெற்றது,ஆபுத்திரன் இல் தொடங்கினார் நடைபெற்றது
இந்திரன் பயணித்தான் பற்றி பேசினார்,இந்திரன் பயணித்தான் பற்றி பேசினார்
முனிவர் முடித்தார் சந்தித்தார்,முனிவர் மற்றும் முடித்தார் சந்தித்தார்
ஒலி சில மாச ஒலி ஆகும்,ஒலி மாசு ஒலி ஆகும்
காவேரிப்பட்டினம் சிறிது மீது மறுத்தான் விருப்பம்,காவேரிப்பட்டினம் மீது மறுத்தான் விருப்பம்
ஆபுத்திரன் பேசினார் ஆக சிறிது மாறினார்,ஆபுத்திரன் ஆக பேசினார் மாறினார்
சிலப்பதிகாரம் விருுப்பம் வந்தான் மீது,சிலப்பதிகாரம் மீது வந்தான் விருப்பம்
இந்திரன் என்று நினைத்தான் நினைத்தான்,இந்திரன் என்று நினைத்தார் நினைத்தார்
நீர் மாசு பயணித்தான் ஆகும்,நீர் மாசு பயணித்தான் ஆகும்
அரசி தவிர்க்க தப்பித்தாள் வேண்டும்,அரசி தவிர்க்க தப்பித்தான் வேண்டும்
இந்திரன் இல் பேசினார் நடைபெற்றது,இந்திரன் இல் பேசினார் நடைபெற்றது
மதுரை சுத்தம் விரும்பினான் செய்ய,மதுரை சுத்தம் விரும்பினார் செய்ய
காவேரிப்பட்டினம் கொன்றாள் ஆனாள்,காவேரிப்பட்டினம் காரணமாக கொன்றான் ஆனார்
துறவி காரணங்கள் பின்பு வந்தான் முக்கியம்,துறவி காரணங்கள் வந்தான் முக்கியம்
விழா காரணமாக முன்பு ஆனார்,விழா காரணமாக பயணித்தான் ஆனார்
மணிமேகலை மற்றும் விரும்பினார் சந்தித்தார்,மணிமேகலை மற்றும் விரும்பினார் சந்தித்தார்
இந்திரன் பேசினான் இல் நடைபெற்றது,இந்திரன் இல் பேசினான் நடைபெற்றது
மாதவி விளைவிக்கும் செய்தார் தீங்கு,மாதவி தீங்கு செய்தார் விளைவிக்கும்
உதயகுமாரன் மறுத்தார் மாறினார்,உதயகுமாரன் ஆக மறுத்தார் மாறினார்
தெய்வம் கொன்றார் கண்டார்,தெய்வம் உள்ள கொன்றார் கண்டார்
வஞ்சி முறைகள் பேசினான் பயன்படுத்த,வஞ்சி முறைகள் பேசினார் பயன்படுத்த
சிலப்்பதிகாரம் ஆக वிரும்பினான் மாறினார்,சிலப்பதிகாரம் ஆக वிரும்பினான் மாறினார்
சுதாமதி பிறகு அழைத்தான் செய்தார்,சுதாமதி பிறகு அழைத்தான் செய்தார்
அரவணஅடிகள் காரணமாக பேசினார் ஆனார்,அரவணஅடிகள் காரணமாக பேசினார் ஆனார்
காவேரிப்பட்டினம் ென்றார் கண்டார்,காவேரிப்பட்டினம் உள்ள சென்றார் கண்டார்
காவேரிப்பட்டினம் தவிர்க்க வேண்டும்,காவேரிப்பட்டினம் தவிர்க்க பேசினான் வேண்டும்
வித்யாதரன் மிகவும் கண்டார் பற்றி பேசினார்,வித்யாதரன் கண்டார் பற்றி பேசினார்
அரசி இல் சென்றார் நடைபெற்றது,அரசி இல் சென்றார் நடைபெற்றது
நகர் தீங்கு வந்ாள் விளைவிக்கும்,நகரம் தீங்கு வந்தான் விளைவிக்கும்
அரசி பிறகு மறுத்தார் செய்தார்,அரசி பிறகு மறுத்தார் செய்தார்
மதுரை சில காரணங்கள் அழைத்தான் முக்கியம்,மதுரை காரணங்கள் அழைத்தான் முக்கியம்
முனிவர் உள்ள அழைத்தார் பின்பு கண்டார்,முனிவர் உள்ள அழைத்தார் கண்டார்
தெய்வம் ஆக கண்டான் மாறினான்,தெய்வம் ஆக கண்டான் மாறினார்
மன்னன் பிறகு அழைத்தான் செய்தார்,மன்னன் பிறகு அழைத்தான் செய்தார்
மாதவி பிறகு பாள்த்தாள் செய்தாள்,மாதவி பிறகு பார்த்தார் செய்தார்
உதயகுமாரன் கண்டாள் பின்பு விருப்பம்,உதயகுமாரன் மீது கண்டான் விருப்பம்
வாகனம் ாசு ஒலி ஆகும்,வாகனம் மாசு ஒலி ஆகும்
முனிவர் காரணமாக பேசினான் ஆனார்,முனிவர் காரணமாக பேசினான் ஆனார்
உதயகுமாரன் சுத்தம் தப்பித்தார் செய்ய,உதயகுமாரன் சுத்தம் தப்பித்தார் செய்ய
ஆபுத்திரன் வேண்டும் தவிர்க்க வந்தான்,ஆபுத்திரன் தவிர்க்க வந்தார் வேண்டும்
துறவி சிறிது தீங்கு தொடங்கினான் விளைவிக்கும்,துறவி தீங்கு தொடங்கினார் விளைவிக்கும்
தெய்வம் என்று வந்தான் நினைத்தார்,தெய்வம் என்று வந்தான் நினைத்தார்
மாதவி காரணஙக்ள் கண்டான் முக்கியம்,மாதவி காரணங்கள் கண்டான் முக்கியம்
முனிவர் காரணமாக பேசினார் ஆனார்,முனிவர் காரணமாக பேசினார் ஆனார்
சுத்தம் கழிவுகள் சேர்த்தல் முன்பு விவசாயம்,சுத்தம் கழிவுகள் விவசாயம் சேர்த்தல்
பாட்டி அழைத்தார் தவிர்க்க,பாட்டி தவிர்க்க அழைத்தார் வேண்டும்
ககாற்று கழிவுகள் செய்தான் சேர்த்தல்,காற்று கழிவுகள் செய்தான் சேர்த்தல்
ஜாவாதீவு தீங்கு விைளவிக்கும் விரும்பினார்,ஜாவாதீவு தீங்கு விரும்பினார் விளைவிக்கும்
முனிவர் வேண்டும் தவிர்க்க,முனிவர் தவிர்க்க பயணித்தான் வேண்டும்
மன்னன் ஆக பார்த்தார் மாறினார்,மன்னன் ஆக பார்த்தார் மாறினார்
வித்யாதரன் மீது वிரும்பினான் விருப்பம்,வித்யாதரன் மீது वிரும்பினான் விருப்பம்
புற்றுநோய் கழிவகள் கொன்றான் பின்பு சேர்த்தல்,புற்றுநோய் கழிவுகள் கொன்றான் சேர்த்தல்
தெய்வம் தவிர்க்க வந்தார் வேண்டும்,தெய்வம் தவிர்க்க வந்தார் வேண்டும்
மணிமேகலை காரணமாக தப்பித்தான் ஆனான்,மணிமேகலை காரணமாக தப்பித்தான் ஆனார்
மதுரை மீது அழைத்தார் விருப்பம்,மதுரை மீது அழைத்தார் விருப்பம்
ஆபுத்திரன் தவிர்க்க மறுத்தான் வேண்டும்,ஆபுத்திரன் தவிர்க்க மறுத்தான் வேண்டும்
நீர் கழிவுகள் புற்றுநோய் சேர்த்தல்,நீர் கழிவுகள் புற்றுநோய் சேர்த்தல்
முனிவர் பாதிப்பு மறுத்தார் ஏற்படுத்தும்,முனிவர் பாதிப்பு மறுத்தார் ஏற்படுத்தும்
விழா பேசினான் பற்றி பேசினான்,விழா பேசினான் பற்றி பேசினார்
மணிமேகலை ாகரணமாக ஆனார் மறுத்தான்,மணிமேகலை காரணமாக மறுத்தான் ஆனார்
வஞ்சி முன்பு பேசினான் பிறகு செய்தார்,வஞ்சி பிறகு பேசினான் செய்தார்
வித்யாதரன் மற்றும் பேசினான் சந்தித்தார்,வித்யாதரன் மற்றும் பேசினான் சந்தித்தார்
மாதவி பிறகு கொன்றான் செய்தார்,மாதவி பிறகு கொன்றான் செய்தார்
பாத்திரம் இருந்து நினைத்தார் வந்தார்,பாத்திரம் இருந்து நினைத்தார் வந்தார்
அரசி சுத்தம் செய்தாான் சயெ்ய,அரசி சுத்தம் செய்தான் செய்ய
உதயகுமாரன் பிறகு தப்பித்தார் செய்தார்,உதயகுமாரன் பிறகு தப்பித்தார் செய்தார்
அரசி மற்றும் பேசினார் சந்தித்தார்,அரசி மற்றும் பேசினார் சந்தித்தார்
அமுதசுரபி பாாதிப்பு நினைத்தார் ஏற்படுத்தும்,அமுதசுரபி பாதிப்பு நினைத்தார் ஏற்படுத்தும்
மன்னன் முன்பு தொடங்கினான் பாதிப்பு ஏற்படுத்தும்,மன்னன் பாதிப்பு தொடங்கினார் ஏற்படுத்தும்
